,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
3060,1 | ACT I SCENE I,annacaatherine_,Jan-052019,honestly same                 ,0.0,0.25,0.75,0.4588
3061,1 | ACT I SCENE I,newbrokenscene11,Jan-022019,u keep that in ur pockets?                 ,0.0,1.0,0.0,0.0
3062,1 | ACT I SCENE I,ceenamon,Dec-282018,oomf me when im convincing myself not to buy expensive stuffs                 ,0.0,0.787,0.213,0.4019
3063,1 | ACT I SCENE I,ceenamon,Dec-282018,OMG FDGVVGVGH                 ,0.0,1.0,0.0,0.0
3064,1 | ACT I SCENE I,ceenamon,Dec-282018,uhm she's dying and u still want to walk ur new dog how lovely                 ,0.0,0.683,0.317,0.6249
3065,1 | ACT I SCENE I,ceenamon,Dec-282018,i luv her eyes  <                 ,0.0,1.0,0.0,0.0
3066,1 | ACT I SCENE I,ulovethequran,Dec-052018,....                 ,0.0,1.0,0.0,0.0
3067,1 | ACT I SCENE I,ulovethequran,Dec-052018,Don't worry boo... u not the only one in the world taking such a great L...never mind u are.                 ,0.0,0.683,0.317,0.7584
3068,1 | ACT I SCENE I,ulovethequran,Dec-052018,HAAAA WHO FROM BROOKLYNNN                 ,0.0,1.0,0.0,0.0
3069,1 | ACT I SCENE I,collaterals,Dec-022018,the war                 ,0.796,0.204,0.0,-0.5994
3070,1 | ACT I SCENE I,SoleyaMedici,Dec-022018,What was that other House with their elegance and class? Maybe them and the weird thing happening in Rosevelle or how did you write that one  idk  I'm sorry...               ,0.096,0.807,0.096,0.25
3071,1 | ACT I SCENE I,SoleyaMedici,Dec-022018,I'm so happy to read this  just because I'm a science student  not because disease are cool... Well you get it  I hope              ,0.0,0.667,0.333,0.8399
3072,1 | ACT I SCENE I,Michael-Sorbello,Nov-272018,When you catch a hoe in a lie                 ,0.0,1.0,0.0,0.0
3073,1 | ACT I SCENE I,itsrennie,Nov-252018,me when my mom decided to cancel our hbo subscription                 ,0.182,0.818,0.0,-0.25
3074,1 | ACT I SCENE I,itsrennie,Nov-252018,damn and my mom won't even give me five dollars                 ,0.231,0.769,0.0,-0.4019
3075,1 | ACT I SCENE I,fakejuliet,Nov-182018,Listen- jon and dany  ARE getting married...Jaimie WILL kill cersei ..Tyrion is NOT a targayrean                 ,0.266,0.734,0.0,-0.6908
3076,1 | ACT I SCENE I,fakejuliet,Nov-182018,Shouldn't she have blue eyes?? Interesting                 ,0.0,0.62,0.38,0.4696
3077,1 | ACT I SCENE I,fakejuliet,Nov-182018,^ sorry emmerson                 ,0.565,0.435,0.0,-0.0772
3078,1 | ACT I SCENE I,fakejuliet,Nov-182018,Violet and golden. Tremayne and normount  Girl is her relative                 ,0.0,1.0,0.0,0.0
3079,1 | ACT I SCENE I,fakejuliet,Nov-182018,Heart transplant??                 ,0.0,1.0,0.0,0.0
3080,1 | ACT I SCENE I,Jells_,Nov-172018,aww  she's so kinddd                ,0.0,1.0,0.0,0.0
3081,1 | ACT I SCENE I,Jells_,Nov-172018,how could you hit me with that three seconds into the story? now i have to force myself not to get attached  (                 ,0.0,1.0,0.0,0.0
3082,1 | ACT I SCENE I,iloojin,Nov-092018,Good                 ,0.0,0.0,1.0,0.4404
3083,1 | ACT I SCENE I,iloojin,Nov-092018,Of course  a heart disease. I should have know. However  I was a bit loss with all these medicine words. Are you a medicine student?               ,0.108,0.892,0.0,-0.3182
3084,1 | ACT I SCENE I,iloojin,Nov-092018,I don't know what would be an incurable disease in the 21th century.                 ,0.0,1.0,0.0,0.0
3085,1 | ACT I SCENE I,iloojin,Nov-092018,So the story happen in the future? Or is it some flashback story? I don't know what happened                 ,0.0,1.0,0.0,0.0
3086,1 | ACT I SCENE I,gethandalahome,Oct-292018,gucci gangggggg                 ,0.0,1.0,0.0,0.0
3087,1 | ACT I SCENE I,ESJohnson,Oct-262018,The hints really jumped out at me here  especially since you mentioned in your tips book that most of COG was inspired by GOT. Even Edna's last name holds clues to her future that's ahead. Bravo.                 ,0.0,0.916,0.084,0.4939
3088,1 | ACT I SCENE I,ESJohnson,Oct-262018,I SEE WHAT YOU DID THERE                 ,0.0,1.0,0.0,0.0
3089,1 | ACT I SCENE I,ESJohnson,Oct-262018,Yes yes yes                 ,0.0,0.0,1.0,0.7964
3090,1 | ACT I SCENE I,ESJohnson,Oct-262018,YASSSS                 ,0.0,1.0,0.0,0.0
3091,1 | ACT I SCENE I,rainereign_,Oct-192018,sad reality  this what happens to most of us                ,0.279,0.721,0.0,-0.4767
3092,1 | ACT I SCENE I,rainereign_,Oct-192018,Love this line  so truue!                ,0.0,0.471,0.529,0.6696
3093,1 | ACT I SCENE I,rainereign_,Oct-192018,ohh  I know that feeling!  (                ,0.0,0.626,0.374,0.2003
3094,1 | ACT I SCENE I,rainereign_,Oct-192018,I agree! mens are full of lies! They value their selves more than anything                 ,0.153,0.547,0.3,0.3987
3095,1 | ACT I SCENE I,AMORSI_,Oct-152018,geeeeez she screams dangerous                 ,0.726,0.274,0.0,-0.6486
3096,1 | ACT I SCENE I,AMORSI_,Oct-152018,she's gotta be with that hair and her intelligence too  loudly crying face  the aesthetics have me wanting to figure out where she belongs                 ,0.11,0.78,0.11,0.0
3097,1 | ACT I SCENE I,AMORSI_,Oct-152018,SHES FROM HOUSE TREMAYNE OR UGHHH I FORGOT WHAT THE HOUSE NAME WAS BUT DUDE WOW                 ,0.0,0.729,0.271,0.7351
3098,1 | ACT I SCENE I,_moondusts,Oct-142018,True.                 ,0.0,0.0,1.0,0.4215
3099,1 | ACT I SCENE I,MoonyChris,Oct-112018,Me                 ,0.0,1.0,0.0,0.0
3100,1 | ACT I SCENE I,MoonyChris,Oct-112018,EDWINA?!?!                 ,0.0,1.0,0.0,0.0
3101,1 | ACT I SCENE I,MoonyChris,Oct-112018,Those stereotypes                 ,0.0,1.0,0.0,0.0
3102,1 | ACT I SCENE I,MoonyChris,Oct-112018,At least*                 ,0.0,1.0,0.0,0.0
3103,1 | ACT I SCENE I,MoonyChris,Oct-112018,KEEP HIM ON HOLD.                 ,0.0,1.0,0.0,0.0
3104,1 | ACT I SCENE I,MoonyChris,Oct-112018,  [                 ,0.0,0.0,0.0,0.0
3105,1 | ACT I SCENE I,Obsessed_With_Book,Oct-052018,i fricking A D O R E D this chapter.                 ,0.0,1.0,0.0,0.0
3106,1 | ACT I SCENE I,Obsessed_With_Book,Oct-052018,that's so nice. my heart melted.                 ,0.0,0.618,0.382,0.4754
3107,1 | ACT I SCENE I,llmattison,Oct-042018,@rubyruins #GraphicPrice This is a very interesting chapter and Edna is an interesting character. I was surprised to see this chapter has a modern setting. The pace and description are good but I did have a bit of a peeve with some of the story.  anger symbol   When Edna was talking about her wealth  upbringing (and etc) it became repetitive and way stretched-out in some areas. Like where she lives  her brand begs  she donates  has a very very very very very very big important business. bomb  collision   Speaking of Edna  she seems like she's a Mary Sue a little. She came from an unknown past and with a little bit of help in the right direction  she became a rich woman who donates a lot of money to the less fortunate and has an amazing behaviour and manners. Then it gets better high-heeled shoe  lipstick  gem stone  ring  . . .  She's going to be a Queen.  princess  crown    The fact she's dying doesn't overshadow she's an over-achiever who seems not to be dying anytime soon now. confused face   I love the storyline and theme so far though. sparkling heart                  ,0.081,0.691,0.228,0.9857
3108,1 | ACT I SCENE I,VolcanicDaisy,Sep-282018,I read the first line in Snape's voice and the second one in Hagrid's. Idk why. XD                 ,0.07,0.702,0.227,0.6289
3109,1 | ACT I SCENE I,VolcanicDaisy,Sep-282018,Creepy                 ,0.0,1.0,0.0,0.0
3110,1 | ACT I SCENE I,VolcanicDaisy,Sep-272018,Almost. *shakes head*                 ,0.0,1.0,0.0,0.0
3111,1 | ACT I SCENE I,VolcanicDaisy,Sep-272018,TRUE                 ,0.0,0.0,1.0,0.4215
3112,1 | ACT I SCENE I,VolcanicDaisy,Sep-272018,Me.                 ,0.0,1.0,0.0,0.0
3113,1 | ACT I SCENE I,VolcanicDaisy,Sep-272018,Yep.                 ,0.0,0.0,1.0,0.296
3114,1 | ACT I SCENE I,VolcanicDaisy,Sep-272018,Wait. What?                 ,0.0,1.0,0.0,0.0
3115,1 | ACT I SCENE I,yaywitharose,Sep-262018,& wether littlefinger set up his 'death'!!!                 ,0.0,1.0,0.0,0.0
3116,1 | ACT I SCENE I,_loverose,Sep-222018,I love the legitimacy in this paragraph through your use of scientific words  )                 ,0.0,0.724,0.276,0.6369
3117,1 | ACT I SCENE I,#NAME?,Sep-202018,This really is amazing!! I can see the hugeee amount of effort and thought you put into it  and the proses are just right!! The foreshadowing is great too  and I can really  really feel the emotion seeping through this screen of mine!!  red heart  red heart  red heart  sparkling heart               ,0.0,0.799,0.201,0.9108
3118,1 | ACT I SCENE I,SkyeKelly__,Sep-202018,The amount of thought and detail put into each of your setting makes it so reliable and realistic. As a reader I can tell research was given                 ,0.0,1.0,0.0,0.0
3119,1 | ACT I SCENE I,SkyeKelly__,Sep-202018,The dialogue is actually amazing and really creative!! Damn.                 ,0.18,0.362,0.458,0.6807
3120,1 | ACT I SCENE I,grantholland-,Sep-132018,Oohhhhhh the plot intensifies                 ,0.0,1.0,0.0,0.0
3121,1 | ACT I SCENE I,grantholland-,Sep-132018,I feel like there is a good amount of foreshadowing going on here but I can't really place things so I'm dying to find out more about this! And someday when I finish reading this  I'm going to be reading it again just so I can catch all the places you hinted at something but I was too stupid to understand                ,0.081,0.858,0.061,-0.4926
3122,1 | ACT I SCENE I,collaterals,Sep-072018,PARIS AAAA OKAY NOW IT ALL MAKES SENSE                 ,0.0,0.787,0.213,0.2263
3123,1 | ACT I SCENE I,collaterals,Sep-072018,TREMONT AS IN TREMAYNE AND VALMONT                 ,0.0,1.0,0.0,0.0
3124,1 | ACT I SCENE I,kylalynnwrites,Sep-072018,She was definitely a test to see if Edna was good^^^ even then  I'm in love with this book so far. It's already getting me stretched and I said I wasn't going to be. (Hope my WiFi comes back on soon) Sorry to the poor soul who's phone will be blown up when these all decide to send through face with tears of joy  red heart                 ,0.085,0.77,0.145,0.7506
3125,1 | ACT I SCENE I,kylalynnwrites,Sep-072018,This is beautiful. Nothing is better then a selfless main character. That's like the best one                 ,0.1,0.458,0.442,0.8479
3126,1 | ACT I SCENE I,kylalynnwrites,Sep-072018,Well damn  better not get attached then                ,0.231,0.342,0.427,0.3182
3127,1 | ACT I SCENE I,Queenlikescoffee,Sep-062018,^our no one ever does                 ,0.355,0.645,0.0,-0.296
3128,1 | ACT I SCENE I,Queenlikescoffee,Sep-062018,There are still good people in this world                 ,0.0,0.707,0.293,0.4404
3129,1 | ACT I SCENE I,MissVictorian,Sep-062018,Goals  cat face with tears of joy                  ,0.178,0.467,0.355,0.4404
3130,1 | ACT I SCENE I,MissVictorian,Sep-062018,Your foreshadowing skills are to she max wow                 ,0.0,0.648,0.352,0.5859
3131,1 | ACT I SCENE I,MissVictorian,Sep-062018,I would be more careful with  adverbs if I were you. Adverbs really make a sentence a little choppy in my opinion. I think you ought to just remove carefully since assessing already tell us of the intensity of his gaze.                 ,0.0,0.869,0.131,0.4536
3132,1 | ACT I SCENE I,MissVictorian,Sep-062018,Unfortunately true                 ,0.462,0.0,0.538,0.1027
3133,1 | ACT I SCENE I,Queenlikescoffee,Sep-062018,Wait  the story's not in the ancient time?                ,0.0,1.0,0.0,0.0
3134,1 | ACT I SCENE I,oblivion0210,Sep-032018,MEREDITH                 ,0.0,1.0,0.0,0.0
3135,1 | ACT I SCENE I,maafbrah,Aug-312018,JEEZ LOUISE THIS IS ART                 ,0.0,1.0,0.0,0.0
3136,1 | ACT I SCENE I,maafbrah,Aug-292018,shes got so much zest for a dying girl                 ,0.0,1.0,0.0,0.0
3137,1 | ACT I SCENE I,maafbrah,Aug-292018,double oof                 ,0.0,1.0,0.0,0.0
3138,1 | ACT I SCENE I,slaygirl1234,Aug-242018,I remember a Court of Thorn and Roses where Feyre uses her ash wood arrows. Ugh MEMORIES                 ,0.167,0.833,0.0,-0.4215
3139,1 | ACT I SCENE I,slaygirl1234,Aug-242018,You don't need someone to love you because you can love yourself                 ,0.0,0.543,0.457,0.8555
3140,1 | ACT I SCENE I,e-bae-free-shipping,Aug-242018,I both love you and hate you for the suspense! WHY must your foreshadowing skills be this good!? I'm practically itching to continue the story...                 ,0.121,0.722,0.157,0.2695
3141,1 | ACT I SCENE I,celestia-starlight,Aug-202018,Mirelle! I'm still so confused on what role she plays in the story.  I'm gonna take this opportunity to tell you that your foreshadowings skills are total goals. Like what I said before about the mystery thing  you manage to conceal enough to not spoil anything  but somehow also manage to reveal just enough to keep us a) ultra excited  b) making wild theories  or c) dying for an update. Or in my cases it's usually all three.                 ,0.024,0.87,0.106,0.6976
3142,1 | ACT I SCENE I,celestia-starlight,Aug-202018,Jeez I love your quotes so much                 ,0.0,0.543,0.457,0.6369
3143,1 | ACT I SCENE I,cometworks,Aug-192018,wow i adore your writing style  the fraction of the book i've just read is so enticing and flows so smoothly! i love your development with edna—how she starts off as cold and disconnected with emotion but then becomes compassionate and gives her things to the little girl she see! (also  i'm VERY curious what's that little girl's deal & look forward to finding out!!)                ,0.0,0.766,0.234,0.9545
3144,1 | ACT I SCENE I,riyamcyriac,Aug-182018,That's actually so emotional my heart heart                 ,0.0,0.739,0.261,0.2769
3145,1 | ACT I SCENE I,riyamcyriac,Aug-182018,I think unharsh might be the wrong word                 ,0.341,0.659,0.0,-0.4767
3146,1 | ACT I SCENE I,Elene2605,Aug-182018,I am crying...                 ,0.0,1.0,0.0,0.0
3147,1 | ACT I SCENE I,GODSGRAVE,Aug-182018,EDWINAAAAAA   OML HER HEART IS SO PURE AND HER CHARACTER IS HONESTLY SO AMAZINGLY DESCRIBED   and she has her priorities on check   i just hope in the end she'll get all of the things she truly desires and deserves           ,0.0,0.786,0.214,0.8602
3148,1 | ACT I SCENE I,tamtam778,Aug-172018,Nnnnnnoooo  so she did die in the end crying face  crying face  crying face  crying face                 ,0.601,0.399,0.0,-0.9482
3149,1 | ACT I SCENE I,tamtam778,Aug-172018,Her maid?                 ,0.0,1.0,0.0,0.0
3150,1 | ACT I SCENE I,tamtam778,Aug-172018,I'm just listening to Carry Me by eurielle                 ,0.0,1.0,0.0,0.0
3151,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,"It's set in modern day? It doesn't really feel like it; her use of the word ""etherized"" when modern ORs use general anatheisa and a little kid selling stuff on the street without any adult nearby  it feels very much like the Breakfast at Tiffany's time period (whichever year that was!)                ",0.093,0.907,0.0,-0.6025
3152,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,This is a good paragraph  anger would be a very realistic reaction to her situation.                ,0.21,0.625,0.165,-0.2023
3153,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,What time period is this set in by chance?                 ,0.0,0.8,0.2,0.25
3154,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,"This is a good scene  even just getting told ""there's nothing more we can do  you're gonna die"" Edna still has the compassion to take pity on a little girl trying to make some money with homemade amulets.               ",0.139,0.727,0.134,-0.0516
3155,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,I think you can cut this bit here  you've already said she's sad  saying it again is overkill.               ,0.257,0.743,0.0,-0.6369
3156,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,"I think you could remove this line and just leave it at ""by those standards  I was the poorest person I knew"". It's establishing the same fact and doing so in a way that feels more emotional I think.                ",0.125,0.825,0.05,-0.4228
3157,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,This is a really good paragraph. Even with all the success she's had  Enda still has regrets and I think including them is a really good portrayal of how death affects people-they really start thinking of what matters versus material possessions.                ,0.129,0.645,0.226,0.584
3158,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,Go Edna!                 ,0.0,1.0,0.0,0.0
3159,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,I'd combine this line with the four beneath it  having them standalone really breaks up the flow of the writing. Having them together makes it feel more like Edna is reflecting on her impending death.                ,0.098,0.831,0.07,-0.2748
3160,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,I'd remove this line  it's already established that her death is imminent (once and for all is a pretty powerful statement on its own). Having this just feels really redundant to me.                ,0.103,0.739,0.158,0.2732
3161,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,Now this might be a good place to have that line about her being unable to see her beauty and how it's superficial anyways. It'd feel a lot more natural here as she's reflecting on how she's so young and has so much ahead of her and is facing this reality of dying.                 ,0.0,0.835,0.165,0.8588
3162,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,I'd combine these doctor introductions into one paragraph. Groups the topic a little more.                 ,0.0,1.0,0.0,0.0
3163,1 | ACT I SCENE I,Jamie-Michelle,Aug-162018,"This line doesn't make much sense to me  how does her voice being broken lead into beauty? It doesn't strike me as a natural thought process. Might want to relocate the line ""despite the beauty"" bit to a better place where t might feel like a more natural introduction.                ",0.052,0.602,0.346,0.939
3164,1 | ACT I SCENE I,tamtam778,Aug-162018,Men might be great fighters  but women are the greatest of them all                ,0.057,0.514,0.429,0.85
3165,1 | ACT I SCENE I,lostchildofWakanda,Aug-142018,Reading through these comments I realize that Im the only one whose brain immediately redirected to Alexander Hamilton  Aaa                 ,0.0,1.0,0.0,0.0
3166,1 | ACT I SCENE I,lostchildofWakanda,Aug-142018,Death doesn't discriminate between the sinners and the saints coz it takes and takes and it takes    Screaming rn                 ,0.277,0.723,0.0,-0.7579
3167,1 | ACT I SCENE I,4llyxox,Jul-252018,"I'm waiting for the comments in like a years time that will all be like ""Ha! *insert random character* Won it!""                 ",0.0,0.647,0.353,0.8513
3168,1 | ACT I SCENE I,amiwoo,Jul-252018,btw how did she forget her past?                 ,0.241,0.759,0.0,-0.2263
3169,1 | ACT I SCENE I,amiwoo,Jul-252018,OOOOFFF                 ,0.0,1.0,0.0,0.0
3170,1 | ACT I SCENE I,amiwoo,Jul-252018,WHO IS EDNA? THE QUEEN?                 ,0.0,1.0,0.0,0.0
3171,1 | ACT I SCENE I,amiwoo,Jul-252018,I want her to adopt me right now                 ,0.0,0.625,0.375,0.25
3172,1 | ACT I SCENE I,amiwoo,Jul-252018,why are my eyes sweating rn                 ,0.0,1.0,0.0,0.0
3173,1 | ACT I SCENE I,maskedst,Jul-242018,*insert sad muttering in the background *                 ,0.383,0.617,0.0,-0.4767
3174,1 | ACT I SCENE I,ofthestarrysea,Jul-242018,It's really hard to explain background history well and you nailed it!                 ,0.12,0.71,0.17,0.1776
3175,1 | ACT I SCENE I,kalaxis,Jul-202018,Interesting first chapter by diving right into the start of the story instead of easing us into it. Nothing much to comment in it  just try work more only using adjectives went needed  if you can cut it out then do.   Love how you conveyed emotions through your characters as well with introducing them without interrupting the flow of the story.                 ,0.03,0.768,0.202,0.8775
3176,1 | ACT I SCENE I,kalaxis,Jul-202018,Wow  I don't think I would've chosen that route. says a lot about her character                ,0.0,0.743,0.257,0.5859
3177,1 | ACT I SCENE I,kalaxis,Jul-202018,The book revolves around this quote right? If so  an interesting story to read                ,0.0,0.814,0.186,0.4549
3178,1 | ACT I SCENE I,kalaxis,Jul-202018,Gonna be honest  my mind went ghewghh when reading ventricles and angiograms                ,0.0,0.769,0.231,0.5106
3179,1 | ACT I SCENE I,SkylerDeceo,Jul-192018,Love the color of the eyes  smiling face with heart-eyes  smiling face with heart-eyes                  ,0.0,0.519,0.481,0.8807
3180,1 | ACT I SCENE I,BookwormCity15,Jul-182018,"""Death doesn't discriminate between the sinners and the saints.It takes and it takes and it takes"" - A.Burr                 ",0.196,0.804,0.0,-0.5994
3181,1 | ACT I SCENE I,BookwormCity15,Jul-182018,Sadly no one can live forever and the best people go too quickly                 ,0.26,0.521,0.219,0.0516
3182,1 | ACT I SCENE I,BookwormCity15,Jul-182018,Oof                 ,0.0,1.0,0.0,0.0
3183,1 | ACT I SCENE I,bubblygirl2202,Jul-172018,Coming into this book  I honestly did not expect it to be so amazing.   The beginning introduction was at first off putting for a someone who tends to read nonfiction books. But once the story had started  I was simply amazed at your writing style.  It's intricacies are intoxicating and I simply love how you describe characters. I would just be careful to not confuse purple prose with as good imagery or an advanced writing style.               ,0.0,0.729,0.271,0.9699
3184,1 | ACT I SCENE I,highqualityoli,Jul-162018,i like how you did this  i don't think anyone's done this one wattpad                ,0.0,0.815,0.185,0.3612
3185,1 | ACT I SCENE I,Letalis,Jul-162018,"If they said I was their queen I'd be like ""B*TCH THAT'S RITE I AM UR KWEEN""                 ",0.0,0.848,0.152,0.3612
3186,1 | ACT I SCENE I,Letalis,Jul-162018,I'd feel pity for the girl but if movies taught me anything is that children with amulets boxes or whatever are BAD NEWS                 ,0.262,0.738,0.0,-0.8151
3187,1 | ACT I SCENE I,Letalis,Jul-162018,Ugh why is this so real in the first chapter  tired face  Wealth and game really don't mean anything in the end                 ,0.204,0.681,0.115,-0.3612
3188,1 | ACT I SCENE I,IN-ACTIVE-,Jul-162018,KNEW IT                 ,0.0,1.0,0.0,0.0
3189,1 | ACT I SCENE I,IN-ACTIVE-,Jul-162018,Damnnn I don't even know who she is but I love her already                 ,0.0,0.633,0.367,0.7783
3190,1 | ACT I SCENE I,Avery_Underwood,Jul-142018,So true                 ,0.0,0.244,0.756,0.4754
3191,1 | ACT I SCENE I,Avery_Underwood,Jul-142018,Aw  crying cat face                  ,0.508,0.492,0.0,-0.4767
3192,1 | ACT I SCENE I,Avery_Underwood,Jul-142018,You describe the characters so perfectly                 ,0.0,0.482,0.518,0.7481
3193,1 | ACT I SCENE I,Avery_Underwood,Jul-142018,Love the sassiness                 ,0.0,0.323,0.677,0.6369
3194,1 | ACT I SCENE I,MeredithBooks,Jul-132018,AAH GIRL. Love this beginning of the story! This is So damn unique. I've never read a Fantasy book in which the protagnist almost dies in the first chapter. And giiirrrl you describings are literally more goals than Elena and Damon. The way you described her green eyes DAMN. And that cliffhanger is just evil. But it pulls you directly into the story! I am already LOVING this book.                 ,0.139,0.754,0.107,-0.3771
3195,1 | ACT I SCENE I,LattyBritish,Jul-092018,No one ever does  pensive face                  ,0.293,0.533,0.173,-0.2263
3196,1 | ACT I SCENE I,LattyBritish,Jul-092018,Because men value their egos more than anything else                 ,0.0,0.769,0.231,0.34
3197,1 | ACT I SCENE I,Xandra_Reyes,Jul-072018,Nobody ever does                 ,0.0,1.0,0.0,0.0
3198,1 | ACT I SCENE I,Xandra_Reyes,Jul-072018,Is she the girl who performed the ritual or the queen?                 ,0.0,1.0,0.0,0.0
3199,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,Ahhhhhh                 ,0.0,1.0,0.0,0.0
3200,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,Shit,1.0,0.0,0.0,-0.5574
3201,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,FUCK.. Who are you?? Are freaking goddess... Oh right kinda  smiling face with heart-eyes  smiling face with heart-eyes  face with tears of joy,0.146,0.558,0.297,0.7072
3202,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,She's so bad... I love her                 ,0.0,0.472,0.528,0.6682
3203,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,You're not aloneee                 ,0.0,1.0,0.0,0.0
3204,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,Same bro same                 ,0.0,1.0,0.0,0.0
3205,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,Well.. I got ya baby!!!                 ,0.0,1.0,0.0,0.0
3206,1 | ACT I SCENE I,GoldenShandrie28029,Jul-062018,Solid burnn                 ,0.0,0.385,0.615,0.1531
3207,1 | ACT I SCENE I,boimccall,Jul-062018,I WAS RIGHT??                 ,0.0,1.0,0.0,0.0
3208,1 | ACT I SCENE I,boimccall,Jul-062018,lmaAo aNd yOu wOnT gET toSeE the PreQuel                 ,0.0,1.0,0.0,0.0
3209,1 | ACT I SCENE I,boimccall,Jul-062018,nO                 ,1.0,0.0,0.0,-0.296
3210,1 | ACT I SCENE I,boimccall,Jul-062018,uM yEs pLeasE?                 ,0.0,0.167,0.833,0.6124
3211,1 | ACT I SCENE I,boimccall,Jul-062018,aWe  /                 ,0.0,1.0,0.0,0.0
3212,1 | ACT I SCENE I,denxument,Jul-052018,OOOOOOOOOOOOOOH WHAT???????????                 ,0.0,1.0,0.0,0.0
3213,1 | ACT I SCENE I,denxument,Jul-052018,At the end  we are all in the same coffin                ,0.0,1.0,0.0,0.0
3214,1 | ACT I SCENE I,denxument,Jul-052018,Awhhh                 ,0.0,1.0,0.0,0.0
3215,1 | ACT I SCENE I,denxument,Jul-052018,Hmmm she seems interesting                 ,0.0,0.526,0.474,0.4019
3216,1 | ACT I SCENE I,denxument,Jul-052018,Honestly  I really like this part. It is realistic that a person who is dying would think like this.                ,0.0,0.62,0.38,0.8218
3217,1 | ACT I SCENE I,denxument,Jul-052018,SNAP THAT IS WEIRD AS FUCK,0.565,0.435,0.0,-0.6369
3218,1 | ACT I SCENE I,denxument,Jul-052018,YES                 ,0.0,0.0,1.0,0.4019
3219,1 | ACT I SCENE I,denxument,Jul-052018,Why am I crying in the club rn                 ,0.341,0.659,0.0,-0.4767
3220,1 | ACT I SCENE I,denxument,Jul-052018,She is so kind I love her                 ,0.0,0.311,0.689,0.8703
3221,1 | ACT I SCENE I,denxument,Jul-052018,Ahhhhh I can't                 ,0.0,1.0,0.0,0.0
3222,1 | ACT I SCENE I,denxument,Jul-052018,Goddamn.                 ,1.0,0.0,0.0,-0.4767
3223,1 | ACT I SCENE I,denxument,Jul-052018,Ahhh  she is so strong                ,0.0,0.485,0.515,0.6418
3224,1 | ACT I SCENE I,denxument,Jul-052018,what an absolute savage lmao                 ,0.303,0.303,0.394,0.2263
3225,1 | ACT I SCENE I,denxument,Jul-052018,I   LOVE HER              ,0.0,0.192,0.808,0.6369
3226,1 | ACT I SCENE I,denxument,Jul-052018,Wow                 ,0.0,0.0,1.0,0.5859
3227,1 | ACT I SCENE I,denxument,Jul-052018,Her life seems so interesting woah                 ,0.0,0.589,0.411,0.541
3228,1 | ACT I SCENE I,denxument,Jul-052018,OOOOHHHH                 ,0.0,1.0,0.0,0.0
3229,1 | ACT I SCENE I,denxument,Jul-052018,That's a good quote tbh                 ,0.0,0.508,0.492,0.4404
3230,1 | ACT I SCENE I,denxument,Jul-052018,She seems sweet                 ,0.0,0.4,0.6,0.4588
3231,1 | ACT I SCENE I,denxument,Jul-052018,First of all- that quote. Second- I love rhat even though this is obviously a fantasy they are still developed enough to have Cardiosurgery  very nice.                 ,0.0,0.751,0.249,0.807
3232,1 | ACT I SCENE I,boimccall,Jul-052018,aRE YOU tHe QUEEN??                 ,0.0,1.0,0.0,0.0
3233,1 | ACT I SCENE I,boimccall,Jul-052018,ow my heart actually hurts shît                 ,0.383,0.617,0.0,-0.4767
3234,1 | ACT I SCENE I,boimccall,Jul-052018,cANT BUY YOU HAPPINESS                 ,0.536,0.464,0.0,-0.5372
3235,1 | ACT I SCENE I,boimccall,Jul-052018,okay I feel bad  I love you it's fine.                ,0.243,0.208,0.549,0.5267
3236,1 | ACT I SCENE I,boimccall,Jul-052018,what do we say to death?  not today.                 ,0.358,0.642,0.0,-0.5994
3237,1 | ACT I SCENE I,boimccall,Jul-052018,the most satisfying sentence for some reason I can't—                 ,0.0,0.552,0.448,0.5956
3238,1 | ACT I SCENE I,boimccall,Jul-052018,oH??                 ,0.0,1.0,0.0,0.0
3239,1 | ACT I SCENE I,boimccall,Jul-052018,oH how lovely                 ,0.0,0.345,0.655,0.5859
3240,1 | ACT I SCENE I,boimccall,Jul-052018,sUPERFICIAL LOVE THING GOt ME GOING CRAZY—                 ,0.0,0.549,0.451,0.7125
3241,1 | ACT I SCENE I,gobliii8990By,Jul-042018,TRUE                 ,0.0,0.0,1.0,0.4215
