Chapter Name,Author,Date,Text,Replies
ACT 0 | ORPHIC,jacksangel,Mar 12,...I am confusion I think somethings missing,Reply
ACT 0 | ORPHIC,mxma_mimi,"Aug 11, 2018",I'm liking this story already,Reply
ACT 0 | ORPHIC,geminigh,"Jul 31, 2018",my cousins name is miriel and she hates it. I love it though.,Reply
ACT 0 | ORPHIC,aphroditye,"Jul 27, 2018",NO OMG THEY DIE?,1 Reply
ACT 0 | ORPHIC,aphroditye,"Jul 27, 2018",AHA ! JUST CONNECTED THE DOTS HEHE,Reply
ACT 0 | ORPHIC,4llyxox,"Jul 25, 2018",I feel like I should be more upset about him and his sister but after game of thrones it seems normal,Reply
ACT 0 | ORPHIC,4llyxox,"Jul 25, 2018","OH MY GOSH IT MAKES SENSE, EARTH IS TILTED ON ITS AXIS AND URANUS IS LIKE THE WRONG WAY AROUND, YOU ARE TOO SMART",5 Replies
ACT 0 | ORPHIC,rosenthals,"Jul 24, 2018",this is beautiful,1 Reply
ACT 0 | ORPHIC,rosenthals,"Jul 24, 2018",oh my god,Reply
ACT 0 | ORPHIC,maskedst,"Jul 24, 2018",This line ❤️,1 Reply
ACT 0 | ORPHIC,Proxsy,"Jul 19, 2018",This sentence is gold,3 Replies
ACT 0 | ORPHIC,daaatway,"Jul 19, 2018","Ugh, I love this",1 Reply
ACT 0 | ORPHIC,BookwormCity15,"Jul 18, 2018",How is one so good at writing. Like there’s other published authors who’s writing can be all over the place sometimes.,Reply
ACT 0 | ORPHIC,BookwormCity15,"Jul 18, 2018",This dialogue is actually very helpful when you don’t know anything about Greek mythology like me,Reply
ACT 0 | ORPHIC,BookwormCity15,"Jul 18, 2018",Im already shipping them. I just hope the ship won’t sink.,1 Reply
ACT 0 | ORPHIC,IN-ACTIVE-,"Jul 16, 2018",Oh my lord the way you describe everything is just... AHH I honestly don’t have the words,Reply
ACT 0 | ORPHIC,PaintingTheRosesRed,"Jul 14, 2018",I AM SO EXCITED FOR THIS STORY AHHH,Reply
ACT 0 | ORPHIC,PaintingTheRosesRed,"Jul 14, 2018",Lol XD,Reply
ACT 0 | ORPHIC,Avery_Underwood,"Jul 13, 2018",Loving the way you describe this,Reply
ACT 0 | ORPHIC,Seekeroflight,"Jul 11, 2018",Damn,Reply
ACT 0 | ORPHIC,yomnaameer,"Jul 08, 2018",okay... *takes breath* i am ready.,Reply
ACT 0 | ORPHIC,twilightspeaks,"Jul 06, 2018",I keep forgetting that she's supposed to suffer 😂😂,Reply
ACT 0 | ORPHIC,GoldenShandrie28029,"Jul 06, 2018",This comment may be offensive. Okay fuck this payment about reading five chapters.. I'm taking the whole damn book to read!,Reply
ACT 0 | ORPHIC,GoldenShandrie28029,"Jul 06, 2018",Okay damnnn,Reply
ACT 0 | ORPHIC,denxument,"Jul 05, 2018",Such a pretty description <3,Reply
ACT 0 | ORPHIC,denxument,"Jul 05, 2018",I AM SHOOK also that punnnnnn hooooo boy,Reply
ACT 0 | ORPHIC,denxument,"Jul 05, 2018",wow. I love this sentence so much tbh,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",Are you gonna self publish this book? I'm totally gonna buy one if you would 😃,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",That's a very long time,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",I just realized that this guy asks so many questions 😐,1 Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",Can they create another race even do they are alive?,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",Their blood is so powerful that they can create another race,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",It sounds like a study of something 😅,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",Helios and Nyx means Sun and Night right? 😅,1 Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",*face palm* Can't you be contented with what you have?,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",The things someone would do for power,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",So they are THE RULERS 🤔,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",Greek mythology 😍,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",They are meant for each other ❤️ Completing each other 😍,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",100% true,Reply
ACT 0 | ORPHIC,BananaZurc,"Jul 03, 2018",I think I would be depressed if I was put in the place of the queen 💔,Reply
ACT 0 | ORPHIC,chaotichearts-,"Jul 02, 2018",Can relate,1 Reply
ACT 0 | ORPHIC,dxriangray,"Jul 02, 2018",This art needsss to be appreciated,1 Reply
ACT 0 | ORPHIC,dxriangray,"Jul 02, 2018",This chapter is honestly the great example of how greek mythology or any kind of mythology really can affect someone’s writing or inspire them IM LIVING FOR THIS,Reply
ACT 0 | ORPHIC,KaylaSilverOfficial,"Jun 20, 2018",That was Cronus with his children XD,Reply
ACT 0 | ORPHIC,KaylaSilverOfficial,"Jun 20, 2018",😯you think....,Reply
ACT 0 | ORPHIC,KaylaSilverOfficial,"Jun 20, 2018",Miriel😍😍,Reply
ACT 0 | ORPHIC,hiddenlikemoon,"Jun 20, 2018",I WANT TO BUY THIS BOOK ALREADY,1 Reply
ACT 0 | ORPHIC,hiddenlikemoon,"Jun 20, 2018",This is exactly what i was looking for on wattpad,Reply
ACT 0 | ORPHIC,hiddenlikemoon,"Jun 20, 2018",AWW I ADORE THIS,Reply
ACT 0 | ORPHIC,hiddenlikemoon,"Jun 20, 2018",Agreed.,Reply
ACT 0 | ORPHIC,olympuses,"Jun 20, 2018",This line has me shook,Reply
ACT 0 | ORPHIC,olympuses,"Jun 20, 2018",Gives me Midas vibes and I love it,Reply
ACT 0 | ORPHIC,hiddenlikemoon,"Jun 19, 2018",PERFECTION.,Reply
ACT 0 | ORPHIC,hiddenlikemoon,"Jun 19, 2018","Now, this is my kind of book.",Reply
ACT 0 | ORPHIC,boimccall,"Jun 14, 2018",im not even halfway through the book and im bawling at how well put together this is 😭❤️,Reply
ACT 0 | ORPHIC,ayanna-was-here,"Jun 08, 2018","I great start so far. Your style is mesmerizing and unique, and I can't wait for more world building and history.",1 Reply
ACT 0 | ORPHIC,ayanna-was-here,"Jun 08, 2018","An 85th trimester abortion, if you will.",1 Reply
ACT 0 | ORPHIC,WintersWoe,"Jun 04, 2018",Oh my god this line,Reply
ACT 0 | ORPHIC,kaloned,"May 21, 2018",i am shaking. this is art.,Reply
ACT 0 | ORPHIC,poetic-photographers,"May 18, 2018",This is so beautiful I think my brain is going to explode. I need to see in paperback.,Reply
ACT 0 | ORPHIC,freckledtears,"May 04, 2018",i cannot hate well-placed puns. i applaud you.,1 Reply
ACT 0 | ORPHIC,freckledtears,"May 04, 2018","hm, the godly cycle continues",1 Reply
ACT 0 | ORPHIC,godavariflowsby,"May 04, 2018",Ah. Miriel you little. . .,2 Replies
ACT 0 | ORPHIC,godavariflowsby,"May 04, 2018",What is the Grendel?,2 Replies
ACT 0 | ORPHIC,godavariflowsby,"May 04, 2018",Second Time reader 04/05/2018 17:41 IST,2 Replies
ACT 0 | ORPHIC,godavariflowsby,"May 04, 2018",When you know. . . 😋😓,1 Reply
ACT 0 | ORPHIC,godavariflowsby,"May 04, 2018",Pandora.,2 Replies
ACT 0 | ORPHIC,lifeless_nerd,"Apr 29, 2018",If this was only the prologue and I feel like this....This needs to get published!,Reply
ACT 0 | ORPHIC,lifeless_nerd,"Apr 29, 2018","Was just rereading, this was an amazing chapter! You really know how to write ❤",Reply
ACT 0 | ORPHIC,Phorkedel,"Apr 24, 2018",Uranas 😂,3 Replies
ACT 0 | ORPHIC,twilight_shadows,"Apr 23, 2018",❤,Reply
ACT 0 | ORPHIC,twilight_shadows,"Apr 23, 2018",Aww :(,Reply
ACT 0 | ORPHIC,twilight_shadows,"Apr 23, 2018",😯Damnn,Reply
ACT 0 | ORPHIC,twilight_shadows,"Apr 23, 2018",I like the name Cosmo xD,Reply
ACT 0 | ORPHIC,twilight_shadows,"Apr 23, 2018",Nice name :),Reply
ACT 0 | ORPHIC,-,"Apr 22, 2018",Uranus hehehe,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Shite,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",So raw so jgxvjg,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",O,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Shook,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Ooo,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Damn,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Ah,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Acts like she knows mythology,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",O,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Mm there were a few doors and then poof,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Iove the name,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Oo,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Gngvegevgm😍😍😭,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",I’m loving this already,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Damn I’m livin,Reply
ACT 0 | ORPHIC,nipslipss,"Apr 04, 2018",Yess queens slay,Reply
ACT 0 | ORPHIC,LO-V-ER,"Mar 17, 2018",I love Nyx😍,1 Reply
ACT 0 | ORPHIC,KUROANGEL15,"Mar 11, 2018",I just realised i read with my jaw dropped in aww. Lol. I get so excitedd,1 Reply
ACT 0 | ORPHIC,hermione_chase1,"Mar 09, 2018",This is the best prologue I've ever read. This is sooooo good I wannna cry .... If this story is not fit to be published no other story is.,3 Replies
ACT 0 | ORPHIC,tyradawe,"Mar 06, 2018","wow, I actually love your style. It's so good!",1 Reply
ACT 0 | ORPHIC,havenXXXx456,"Feb 27, 2018",PLEASE GET PUBLISHED!!!!!🤞🏽🤞🏽🤞🏽,1 Reply
ACT 0 | ORPHIC,NotSoLovableLily,"Feb 19, 2018",Hot damn this is so crazy amazing,1 Reply
ACT 0 | ORPHIC,whvteverlyn,"Feb 05, 2018",THIS IS SO GOOD IM CRYING,1 Reply
ACT 0 | ORPHIC,hippoprimpo,"Jan 30, 2018",damn,1 Reply
ACT 0 | ORPHIC,Mardais,"Jan 28, 2018",Your writing is impeccable!,1 Reply
ACT 0 | ORPHIC,-musings,"Jan 23, 2018",THIS IS SO BEAUTIFUL IM READY,1 Reply
ACT 0 | ORPHIC,ofdivinity,"Jan 22, 2018",SCREEEEECHHHH,Reply
ACT 0 | ORPHIC,ofdivinity,"Jan 22, 2018",Aww cosmo sounds like a sweetie,1 Reply
ACT 0 | ORPHIC,ofdivinity,"Jan 22, 2018",So many babies I'm overwhelmed by this beauty,1 Reply
ACT 0 | ORPHIC,ofdivinity,"Jan 22, 2018",Aww no,Reply
ACT 0 | ORPHIC,wishuponabutterfly,"Jan 15, 2018","One word. Wow. I mean seriously woman! That was epic, and it's only the first chapter.",1 Reply
ACT 0 | ORPHIC,exploringplanets,"Jan 12, 2018",d a m n,Reply
ACT 0 | ORPHIC,ghoulbitch,"Jan 10, 2018",f i n d  t h e  h a l f l i n g s,1 Reply
ACT 0 | ORPHIC,halimalfoy,"Jan 07, 2018",damn,Reply
ACT 0 | ORPHIC,mahithakr,"Jan 05, 2018",I AM ALREADY IN LOVE WITH THIS STORY CAN YOU NOT BE SUCH A GOOD WRITER WTH,2 Replies
ACT 0 | ORPHIC,mahithakr,"Jan 05, 2018",Wait what omg did you think of this bc I’m shook I love this,1 Reply
ACT 0 | ORPHIC,mahithakr,"Jan 05, 2018",Ok that was terrible I apologize 😂,1 Reply
ACT 0 | ORPHIC,mahithakr,"Jan 05, 2018",So she probably said.... death is my bff,1 Reply
ACT 0 | ORPHIC,movedonsis,"Jan 04, 2018",crowns that are delicate and brittle. i suppose it makes perfect sense,1 Reply
ACT 0 | ORPHIC,movedonsis,"Jan 04, 2018","this quote is really one of my favorites, i just dont know who said it originally",1 Reply
ACT 0 | ORPHIC,movedonsis,"Jan 04, 2018",so technicslly you can only go there once in your life,1 Reply
ACT 0 | ORPHIC,movedonsis,"Jan 04, 2018",these banners 😊,1 Reply
ACT 0 | ORPHIC,ideoIogies,"Jan 03, 2018",THIS IS SO GOOD,Reply
ACT 0 | ORPHIC,ideoIogies,"Jan 03, 2018",ah wow,Reply
ACT 0 | ORPHIC,ideoIogies,"Jan 03, 2018",WOW OMG I AM SHOOK,Reply
ACT 0 | ORPHIC,magdaIene,"Jan 02, 2018",ba dum TSSSST,Reply
ACT 0 | ORPHIC,magdaIene,"Jan 02, 2018",OHHHHHHHH OMG OK I SEE THIS IS SO COOL,Reply
ACT 0 | ORPHIC,magdaIene,"Jan 02, 2018",U GO MAMA,Reply
ACT 0 | ORPHIC,euterpes,"Dec 29, 2017","this introduction (if you can even call it such — it deserves a more grand title, if i could think of one) is without a doubt very, very stunning. the way you introduce the history is a strength of your writing, and i absolutely adore it! i’ve already gasped about three times, and it’s barely begun.",1 Reply
ACT 0 | ORPHIC,otakuwriter101,"Dec 28, 2017",I'M SHOOKETH,Reply
ACT 0 | ORPHIC,dobrienly,"Dec 24, 2017",i am so ready,1 Reply
ACT 0 | ORPHIC,dobrienly,"Dec 24, 2017",lovelovelove,Reply
ACT 0 | ORPHIC,goldenskais,"Dec 23, 2017",This is litt asf omg,Reply
ACT 0 | ORPHIC,goldenskais,"Dec 23, 2017",If this ain't the truth Idk what is tbh,Reply
ACT 0 | ORPHIC,Triggerd22,"Dec 23, 2017",Wow,1 Reply
ACT 0 | ORPHIC,Triggerd22,"Dec 23, 2017",So basically Anakin,Reply
ACT 0 | ORPHIC,-lovealwaystatiana,"Dec 21, 2017",i went thru that door that the wizards of wavely place used.,Reply
ACT 0 | ORPHIC,Himjadave_14,"Dec 15, 2017",Ahhh....,Reply
ACT 0 | ORPHIC,awtsider,"Dec 15, 2017","This time, I'm readyyy!!!",2 Replies
ACT 0 | ORPHIC,Skullbombraging,"Dec 12, 2017",LOL,Reply
ACT 0 | ORPHIC,Skullbombraging,"Dec 12, 2017","{{Bad Joke}} Obviously a even a child knows it, someone you just called a child just told you about it. :}",Reply
ACT 0 | ORPHIC,Skullbombraging,"Dec 12, 2017","Interesting dialogue style, very creative.",Reply
ACT 0 | ORPHIC,Achu2911,"Dec 08, 2017",The way you write creates a visual pictures.,Reply
ACT 0 | ORPHIC,Achu2911,"Dec 08, 2017",Love the name.,Reply
ACT 0 | ORPHIC,Achu2911,"Dec 08, 2017",So true!,Reply
ACT 0 | ORPHIC,Achu2911,"Dec 08, 2017",Oh my god. Written so beautifully.,Reply
ACT 0 | ORPHIC,Achu2911,"Dec 08, 2017",Gosh! I like it already. I love queens.,Reply
ACT 0 | ORPHIC,amateurinresidence,"Dec 05, 2017",f u c n u g g e t s,1 Reply
ACT 0 | ORPHIC,skypillars,"Nov 26, 2017",And glass is easily broken...,3 Replies
ACT 0 | ORPHIC,skypillars,"Nov 26, 2017",Well. Rereading this part was amazing. Especially this ending,1 Reply
ACT 0 | ORPHIC,skypillars,"Nov 26, 2017",BOOM.,1 Reply
ACT 0 | ORPHIC,skypillars,"Nov 26, 2017",*hiss*,Reply
ACT 0 | ORPHIC,sensibae,"Nov 15, 2017","ok this has to be one of the best opening I ever read, there is so much going on but it’s so creative and unique.",2 Replies
ACT 0 | ORPHIC,TheLlamaPope,"Nov 15, 2017",h o l y   c r a p . . .,1 Reply
ACT 0 | ORPHIC,firebendings,"Nov 14, 2017",oh my god im already so invested,Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",This is soo amazing,1 Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",holy,Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",Beautiful name,1 Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",Cuteeeee,1 Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",Like me,Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",This story is lit,1 Reply
ACT 0 | ORPHIC,goldfyres,"Nov 12, 2017",Like me,1 Reply
ACT 0 | ORPHIC,unsexuality,"Nov 09, 2017","This is just beautiful, I'm glad i picked this book",2 Replies
ACT 0 | ORPHIC,offtojupiter,"Nov 03, 2017",THIS BOOK IS AWESOME!!!,Reply
ACT 0 | ORPHIC,-,"Oct 31, 2017"," #BGBC Wow, there is so many amazing things I want to say about this masterpiece that words continue to pile on and on as I fight for the right way to say. First of all, I love how your loved ones, specifically your mom inspired you to write. That is like the sweetest thing I've ever heard of. Second, the proologues are typically the boring part of the story but this one stole my heart in a million ways. The characters seem unique and awesome and I can't wait for them to develop into the likeable heroes or villains they will become later on in the future. The little story about the origins of the fantasy world were both intriguing and fascinating to read! I already got a sense of what I'm going to be reading when I start! I will continue reading this and I'm sure it will not disappoint! ♡♡♡",2 Replies
ACT 0 | ORPHIC,PluckThatPeach,"Oct 30, 2017",THIS IS FVCKING BRILLIANT. YOUVE GOT REAL TALENT GIRL,1 Reply
ACT 0 | ORPHIC,PluckThatPeach,"Oct 30, 2017",The description ❤️,Reply
ACT 0 | ORPHIC,reverielles,"Oct 30, 2017",I AM SHOOK AND READY TO GO!,1 Reply
ACT 0 | ORPHIC,reverielles,"Oct 30, 2017",THIS IS ACTUALLY SO COOL,1 Reply
ACT 0 | ORPHIC,reverielles,"Oct 30, 2017",URANUS BASED ON KRONOS? WAIT YOU SAID THIS WAS INSPIRED BY GREEK MYTHOLOGY NVM,1 Reply
ACT 0 | ORPHIC,reverielles,"Oct 30, 2017",OH I LOVE THIS SO MUCH ❤️❤️❤️❤️,1 Reply
ACT 0 | ORPHIC,reverielles,"Oct 30, 2017","SHE IS SO BROKEN, AND THIS IS THE PERFECT DESCRIPTION FOR THAT ❤️❤️❤️",1 Reply
ACT 0 | ORPHIC,tsaikovsky,"Oct 25, 2017",:(,1 Reply
ACT 0 | ORPHIC,tsaikovsky,"Oct 25, 2017",but this line <3,1 Reply
ACT 0 | ORPHIC,_logogriph,"Oct 20, 2017",You are a terrific writer.,1 Reply
ACT 0 | ORPHIC,Elle-CR,"Oct 19, 2017",I love mythology!!!!!,2 Replies
ACT 0 | ORPHIC,Elle-CR,"Oct 19, 2017",Good man,Reply
ACT 0 | ORPHIC,Elle-CR,"Oct 19, 2017","Monsters are indeed, always made",1 Reply
ACT 0 | ORPHIC,ivoryswan,"Oct 16, 2017",mf heart reacc,Reply
ACT 0 | ORPHIC,-,"Oct 15, 2017",FOUND U,Reply
ACT 0 | ORPHIC,malisandre,"Oct 12, 2017",hype as h*CK,1 Reply
ACT 0 | ORPHIC,malisandre,"Oct 12, 2017",wow this is incredible,1 Reply
ACT 0 | ORPHIC,glass-dandelions,"Oct 10, 2017",*chills*,Reply
ACT 0 | ORPHIC,offtojupiter,"Oct 09, 2017",I’ve never read anything so attentively. Not even my schoolwork.,1 Reply
ACT 0 | ORPHIC,gcgonzalez,"Oct 07, 2017",Where is the lone ring to rule them all?,2 Replies
ACT 0 | ORPHIC,gcgonzalez,"Oct 07, 2017",Deep,Reply
ACT 0 | ORPHIC,gcgonzalez,"Oct 07, 2017",HOBBITS,Reply
ACT 0 | ORPHIC,gcgonzalez,"Oct 07, 2017",BEOWULF! It's the monster that sounds like the Wookies!,Reply
ACT 0 | ORPHIC,gcgonzalez,"Oct 07, 2017",So true. Just like evil.,1 Reply
ACT 0 | ORPHIC,sleezbot,"Oct 07, 2017",wowowow,Reply
ACT 0 | ORPHIC,sleezbot,"Oct 07, 2017","gosh, I love queens sm !!!",1 Reply
ACT 0 | ORPHIC,Tris_fire,"Oct 05, 2017",Lol that's kinda funny right left nice pun,Reply
ACT 0 | ORPHIC,Tris_fire,"Oct 05, 2017",Oooh this is sooo interesting !!,1 Reply
ACT 0 | ORPHIC,-,"Oct 02, 2017","Woah 😳 This does have blood, sweat, and tears written all over it",1 Reply
ACT 0 | ORPHIC,RimAiramAnum,"Sep 29, 2017",Sees title inner Hamilton trash gets activated,2 Replies
ACT 0 | ORPHIC,-,"Sep 23, 2017",*ships*,1 Reply
ACT 0 | ORPHIC,-,"Sep 23, 2017",*i am praying*,21 Replies
ACT 0 | ORPHIC,-,"Sep 23, 2017",Oh my god,1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 20, 2017",We're the king and queen Uranus and Aurea?,4 Replies
ACT 0 | ORPHIC,gulabjamuns,"Sep 20, 2017",I love the changes you made to this chapter!,1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 20, 2017",I'm internally screaming,1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 20, 2017",This sentence is right-aligned instead of left :),1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 20, 2017",This better have a happy ending though,7 Replies
ACT 0 | ORPHIC,gulabjamuns,"Sep 20, 2017",❤️❤️❤️,Reply
ACT 0 | ORPHIC,adityadd,"Sep 19, 2017",Wow! I'm already in love with your writing. And the world set up is so properly defined. I always mess up things while thinking about my fantasy series...,1 Reply
ACT 0 | ORPHIC,-,"Sep 19, 2017","This is so gorgeous, I am jealous.  Well done.",1 Reply
ACT 0 | ORPHIC,-,"Sep 19, 2017",BRILLIANT.,1 Reply
ACT 0 | ORPHIC,BEOCHAOINEADH,"Sep 17, 2017",This book had such good quotes,Reply
ACT 0 | ORPHIC,BEOCHAOINEADH,"Sep 17, 2017",I feel like I'm in history class. That's a good thing since I like history,1 Reply
ACT 0 | ORPHIC,BEOCHAOINEADH,"Sep 17, 2017","That's f!cked up, buuuut, I can't blame her for doing that",Reply
ACT 0 | ORPHIC,-,"Sep 17, 2017",CRAP this might not even be about hades what am i doing,1 Reply
ACT 0 | ORPHIC,-,"Sep 17, 2017",nope NOPE I LIKE HADES ALOTT BETTER NOW,Reply
ACT 0 | ORPHIC,-,"Sep 17, 2017",i suddenly like hades better now,Reply
ACT 0 | ORPHIC,SoulfullySufficed,"Sep 17, 2017","The story sounds so sad, badass and romantic all in one. Can't wait!",1 Reply
ACT 0 | ORPHIC,brendasime,"Sep 16, 2017",I. Am. In. Love.,1 Reply
ACT 0 | ORPHIC,spicedbroccoli,"Sep 13, 2017",Shaking,Reply
ACT 0 | ORPHIC,spicedbroccoli,"Sep 13, 2017",Wow.  I'm in awe,Reply
ACT 0 | ORPHIC,spicedbroccoli,"Sep 13, 2017",I don't know why I keep reading this voice really slow in my head,Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017",Don't make me cry,1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017",But now I'm thinking of the War of the Five Kings,2 Replies
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017",Damn ❤️,Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017","Isn't it supposed to be ""accepting him as their ruler""?",1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017",Damn,Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017",Love the name,1 Reply
ACT 0 | ORPHIC,gulabjamuns,"Sep 11, 2017",When I stumbled across this book,2 Replies
ACT 0 | ORPHIC,blankinks,"Sep 11, 2017",Oohh I love dialogue stories like this!,1 Reply
ACT 0 | ORPHIC,rubyruins,"Sep 11, 2017","Thanks, bae ♡♡",Reply
ACT 0 | ORPHIC,twilight_shadows,"Sep 11, 2017",Also I love this ❤,Reply
ACT 0 | ORPHIC,twilight_shadows,"Sep 11, 2017",👏,Reply
ACT 0 | ORPHIC,twilight_shadows,"Sep 11, 2017",:(,Reply
ACT 0 | ORPHIC,twilight_shadows,"Sep 11, 2017",Wowww,Reply
ACT 0 | ORPHIC,OakleafRanger372,"Sep 05, 2017"," #BGBC  I skipped the author's note and the soundtracks, since this is more like the second chapter. This was a really cool way to explain the history of the story. I'm really excited to keep reading. :)",1 Reply
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017",Yassss tell her you educated freaking papi,1 Reply
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017",Those baby's grew up within seconds didn't they,1 Reply
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017",I feel bad for Aurea and cosmo,1 Reply
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017",I can not get over this imagery,Reply
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017","Well dang, bad idea, bad idea",1 Reply
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017",Is it bad that I applaud her?,3 Replies
ACT 0 | ORPHIC,romanticismskiss,"Sep 01, 2017",😱😱 how beautiful is this line?😻😻,1 Reply
ACT 0 | ORPHIC,leesconfucius,"Sep 01, 2017",I am in the mood to re read everything so let's go!,1 Reply
ACT 0 | ORPHIC,FrankDavies3,"Aug 30, 2017"," #believerBC  I really like this different format of story telling where the questions are made for the answers which will reveal more about the plot. And, the description of these Gods and their doings were really well written, so the reader wouldn't get confused.   Good stuff!",1 Reply
ACT 0 | ORPHIC,waifu-nikkichan,"Aug 29, 2017"," #believerbc   I love it how its set up.For some reason I feel like its like connecting to don't under estimate someone.Because like you don't know them.Plus I love how its so interesting and catches peoples eyes.Well for me.Evan though its not real Greek mythology I found a book at least connected to it that I love.hehe I just love it plus the real thing hasn't started just yet.Its a really good book being your first one.Though this book its helping me out with mines, by how its set up.",2 Replies
ACT 0 | ORPHIC,thelittlewreck,"Aug 28, 2017",He is so right!,1 Reply
ACT 0 | ORPHIC,waifu-nikkichan,"Aug 28, 2017",This is so cute for some reason,Reply
ACT 0 | ORPHIC,waifu-nikkichan,"Aug 28, 2017",Yep I was correct,Reply
ACT 0 | ORPHIC,waifu-nikkichan,"Aug 28, 2017",that question though,Reply
ACT 0 | ORPHIC,waifu-nikkichan,"Aug 28, 2017","For some reason I love that ""We are not makers of history. we are made by history"" hehe",2 Replies
ACT 0 | ORPHIC,Natashawallflower,"Aug 16, 2017", #believerbc  I'm intrigued. This was such a nice intro. This book is going to be a beloved one.,1 Reply
ACT 0 | ORPHIC,unfriendlykat,"Aug 16, 2017",Just freaked about the title lol. Gotta love Hamilton. Also I love the way you introduced the mythology here. It's so creative and never felt dry or repetitive. I'm so excited to read this story!,1 Reply
ACT 0 | ORPHIC,Mishkady,"Aug 16, 2017"," #BGBC  This is a really interesting way to present the story to the readers. It reminded me to the Greek mythology mixed with game of thrones, it just gives me that vibes.   I enjoyed reading this chapter and seeing an insight to the story, it's like a  history lesson about the world im about to venture into.",1 Reply
ACT 0 | ORPHIC,hilmbaeed,"Aug 09, 2017",This was the best and most unique way of introducing us readers to understanding what happens!! Love it 👍,Reply
ACT 0 | ORPHIC,MadhavaPriyaa,"Aug 02, 2017"," #Leisurely This chapter is beautiful. I love how you have written the history of the Endollon race, and the way you have captured the entire story, in simply yet deep words.",Reply
ACT 0 | ORPHIC,JasmanianDevil27,"Jul 31, 2017","This was a very creative and enjoyable way to learn their history. The only thing I'd suggest, is adding something at the beginning to show us why they were having this discussion.",4 Replies
ACT 0 | ORPHIC,Snowflakesummer,"Jul 29, 2017"," #believerbc  That last bit of conversing sent actual chills down my spine! It was such a beautiful line, but had a lot of powerful meaning behind it.you really must have spent a lot of time in this, to create something so expansive, I don't know how you do it! This was absolutely amazing, keep it up!",Reply
ACT 0 | ORPHIC,Snowflakesummer,"Jul 29, 2017", #believerbc  Love the name,Reply
ACT 0 | ORPHIC,FayfayAhmadi,"Jul 29, 2017"," #believerbc   It sounds like a joke, but its really deep. War only determine who is left alive and left undestroyed. War determined their fate  Cool sentence",1 Reply
