Chapter Name,Author,Date,Text,Replies
AESTHETICS,Zi-LiZhao,"Oct 16, 2017",😍😍❤️in love,1 Reply
AESTHETICS,inkscopy,"Oct 16, 2017",this is so cool omg,Reply
AESTHETICS,Tris_fire,"Oct 15, 2017",Omg!! These are awesome!!,Reply
AESTHETICS,soulsofstars,"Oct 12, 2017",Woah,Reply
AESTHETICS,malisandre,"Oct 12, 2017",all of these are gorgeoussss,1 Reply
AESTHETICS,glass-dandelions,"Oct 10, 2017","Duuuuddeeee This is my house, mate. I am a full-fledged fangirl to this story.   Bless Pinterest",1 Reply
AESTHETICS,Pennywithaney,"Oct 09, 2017",this is so gorgeous!,Reply
AESTHETICS,-,"Oct 07, 2017",The name,Reply
AESTHETICS,gcgonzalez,"Oct 07, 2017",STORMHOLT! LIKE STORMHOLD FROM STARDUST! *dies*,Reply
AESTHETICS,sleezbot,"Oct 07, 2017",beaut,Reply
AESTHETICS,-,"Oct 07, 2017",So much purple,2 Replies
AESTHETICS,-,"Oct 07, 2017",Love the roses 🌹,2 Replies
AESTHETICS,-,"Oct 07, 2017",Beauty!,Reply
AESTHETICS,-,"Oct 07, 2017",So calm and peaceful,Reply
AESTHETICS,-,"Oct 07, 2017",I will rise up like the day!,1 Reply
AESTHETICS,-,"Oct 07, 2017",Loyalty and dedication,Reply
AESTHETICS,-,"Oct 07, 2017",Aye! My people are here!,1 Reply
AESTHETICS,-,"Oct 07, 2017",Bosses throwing shade 😎,3 Replies
AESTHETICS,-,"Oct 07, 2017",Powerful,1 Reply
AESTHETICS,-,"Oct 03, 2017",Omg😍😍,Reply
AESTHETICS,gulabjamuns,"Oct 03, 2017","To be honest, this house intrigues me the most",1 Reply
AESTHETICS,RimAiramAnum,"Sep 29, 2017",They are all so beautiful 🖤🖤 Now im questioning which one I want to be a part of 😂,3 Replies
AESTHETICS,RimAiramAnum,"Sep 29, 2017",Gorgeous 🖤,Reply
AESTHETICS,soIniska,"Sep 28, 2017",these aesthetics are absolutely stunning!,1 Reply
AESTHETICS,skandalus,"Sep 24, 2017",I'm gonna read this for the third time so don't mind me,1 Reply
AESTHETICS,-,"Sep 23, 2017","HUFFLEPUFF, SORRY.",3 Replies
AESTHETICS,-,"Sep 23, 2017",I LOVE THIS ALREADY.,2 Replies
AESTHETICS,adityadd,"Sep 19, 2017","I'm getting all kind of GoT vibes  But then here there are also gods, and evil gods, and mythically created houses. I think I'm going to enjoy this read :  )",1 Reply
AESTHETICS,-,"Sep 19, 2017",This is sooooo pretty! ❤️,1 Reply
AESTHETICS,BEOCHAOINEADH,"Sep 17, 2017",I like them,Reply
AESTHETICS,BEOCHAOINEADH,"Sep 17, 2017",My heart just died at how beautiful this looks,1 Reply
AESTHETICS,Mardais,"Sep 17, 2017",I'm from house Levane! (☆○☆),1 Reply
AESTHETICS,Mardais,"Sep 17, 2017",Love! (♥_♥),1 Reply
AESTHETICS,Mardais,"Sep 17, 2017",Hehehe Is it okay to say this is beautiful? ♥,1 Reply
AESTHETICS,SoulfullySufficed,"Sep 17, 2017",Where DO you get these pics from?! They're so.... 🔥,1 Reply
AESTHETICS,halidavid,"Sep 16, 2017",This is on a whole new level!!! took my breath away 😍😍😍 aaahhhh so excited!!!,1 Reply
AESTHETICS,yomnaameer,"Sep 14, 2017",I can smell TMI here.,1 Reply
AESTHETICS,spicedbroccoli,"Sep 13, 2017",To say I'm impressed is a HUGE understatement,1 Reply
AESTHETICS,spicedbroccoli,"Sep 13, 2017",👏👏👏👏,Reply
AESTHETICS,spicedbroccoli,"Sep 13, 2017",Pinterest really deserved the dedication,1 Reply
AESTHETICS,spicedbroccoli,"Sep 13, 2017","Damn, just, damn",Reply
AESTHETICS,skypillars,"Sep 12, 2017","Hmmm, going back to House Rotavelle because you mentioned them in the third chapter. There's ""gold"" mentioned. Does this have anything at all to do with Seattoria??????????????",5 Replies
AESTHETICS,gulabjamuns,"Sep 11, 2017",The aesthetics and the quotes and the houses are all such perfection,1 Reply
AESTHETICS,gulabjamuns,"Sep 11, 2017",My eyes can't handle all this beauty,1 Reply
AESTHETICS,gulabjamuns,"Sep 11, 2017",Slytherin!,2 Replies
AESTHETICS,gulabjamuns,"Sep 11, 2017",It's like Gryffindor and Ravenclaw combined with a touch of Lannister,1 Reply
AESTHETICS,gulabjamuns,"Sep 11, 2017",The Elder Gods are grey like the Starks!!!!,1 Reply
AESTHETICS,eratian,"Sep 11, 2017",RED!!! QUEEN!!!,9 Replies
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",Lionnn❤  😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,Reply
AESTHETICS,twilight_shadows,"Sep 11, 2017",😍,1 Reply
AESTHETICS,skypillars,"Sep 09, 2017",YOUR AESTHETICS/MOOD-BOARDS ARE JUST AMAZING AND SO ARE YOUR SENTENCES AND YOUR LITTLE ONE/THREE WORD QUOTEY THINGIESSSSSSSS!!!!!!!!!!!!!!,1 Reply
AESTHETICS,skypillars,"Sep 09, 2017","The 100 deja-vu creeps is stumbling into my mind........ yasssssssss, I love the mini sentences btw!!!!!!",Reply
AESTHETICS,skypillars,"Sep 09, 2017",All of these are just. ❤️❤️❤️,1 Reply
AESTHETICS,zuramaru-,"Sep 06, 2017",I like how each one has it's own color scheme. I'm trying to see which one I like the most but lol... it's to hard. I recognize some of the names from mythology.  #believerBC,Reply
AESTHETICS,romanticismskiss,"Sep 01, 2017",These are amazing,1 Reply
AESTHETICS,romanticismskiss,"Sep 01, 2017",Third fav,Reply
AESTHETICS,romanticismskiss,"Sep 01, 2017",Omg 😻😻😻 how stunning,Reply
AESTHETICS,romanticismskiss,"Sep 01, 2017",Low-key my people,1 Reply
AESTHETICS,leesconfucius,"Sep 01, 2017",This is beautiful,1 Reply
AESTHETICS,FrankDavies3,"Aug 30, 2017"," #believerBC  Usually, I would advise people not to post detailed pictures because it is a book and pictures kind of ruin the immersion and the building basic of a book.  But, since this is so edited and clearly well thought through, with good intro and not so revealing of any characters, I am liking it.  This is so GoT.",1 Reply
AESTHETICS,thelittlewreck,"Aug 28, 2017",Oooh I just love the pictures in here! The different god's somehow remind me of the book 'phrophets rose'! It is one of my favourite books... so I'm excited to read what kind of story you have created! 😊,1 Reply
AESTHETICS,Istotanicole,"Aug 25, 2017",Fav,1 Reply
AESTHETICS,RoseSwept,"Aug 18, 2017",The rose in Golden is love,Reply
AESTHETICS,RoseSwept,"Aug 18, 2017",Oyyyyyyyy the color,2 Replies
AESTHETICS,Natashawallflower,"Aug 16, 2017", #believerbc That's a lot of thinking right there. Might as well need a hardcopy for this one after I'm done reading *.*,1 Reply
AESTHETICS,heuchera,"Aug 12, 2017",These* :),Reply
AESTHETICS,heuchera,"Aug 12, 2017",this edits are stunning,1 Reply
AESTHETICS,hilmbaeed,"Aug 09, 2017",Wow,Reply
AESTHETICS,hilmbaeed,"Aug 09, 2017",Love this pic,Reply
AESTHETICS,leesconfucius,"Aug 09, 2017","My last name... well close to it. "" Aristel """,4 Replies
AESTHETICS,JustBEfreEtoLivE,"Aug 05, 2017"," #believerbc this chapter showed the dedication you put on making your story and all the planning you have put in it. Yet, this is too much information to unload to your reader before the actual story has even begun. Also, there are so many characters. Maybe you could have divided them. In the beginning but the few that are the major ones and then mention all the others. That way your reader will at least remember them and maybe which house they belong to. As it is I can bearly remember a name and I have literally just read them",1 Reply
AESTHETICS,MadhavaPriyaa,"Aug 01, 2017"," #Leisurely  This is actually fantastic. I love how much of thought you have out into this story, and it shows, with the way you weave your words, the Gods, the characters. Well done :) Having the pictures makes it real :)",1 Reply
AESTHETICS,JasmanianDevil27,"Jul 29, 2017"," #Leisurely  Don't forget to have a phrase after this one, that's the only thing I'd change. You have a really awesome flow to your work; the writing is amazing how it's descriptive and eloquent. And the pictures give it a touch that words can't convey.",2 Replies
AESTHETICS,JasmanianDevil27,"Jul 29, 2017",I love all your pictures ❤️,Reply
AESTHETICS,FayfayAhmadi,"Jul 29, 2017",WOW THAT'S so cool! You actually make a whole colour scheme and all #salute,Reply
AESTHETICS,sophiasticate,"Jul 28, 2017","faints twice, possibly for dramatic effect (or from being too shaken)",Reply
AESTHETICS,sophiasticate,"Jul 28, 2017",*faints*,Reply
AESTHETICS,sophiasticate,"Jul 28, 2017",I'M SO DECEASED THIS IS SUCH A BEAUTY AND WELL THOUGHT OUT I'M CRYING,Reply
AESTHETICS,J3ennife4,"Jul 28, 2017"," #believerbc  Jesus. That's a LOT of characters. I personally think that you should choose at most six and then make the rest extremely minor characters (a lá Game of Thrones {season one/two}) but it's your book, you do you (and I'll GLADLY read the results). Like other people have said, those pictures are really good. Personally, I'm not one for putting any photos/media in the chapter proper (I usually just do banners at the top) but they're very pretty, not tacky like SO many authors do on this site. Looking forward to when (if) we get grouped together!!",1 Reply
AESTHETICS,hyaenahyaena,"Jul 28, 2017"," #believerbc My goodness this is a lot to handle. It's all so beautiful and well organized, I applaud you for that, but I'm so overwhelmed. The pictures are gorgeous, not tacky at all, unlike I've often seen in other collages. The effort you put into the family tree and those lovely little descriptions is amazing, I greatly look forward to reading this book... Even if I get extremely confused along the way. Well at least there is always this reference page!",Reply
AESTHETICS,leesconfucius,"Jul 27, 2017",This are beautiful,Reply
AESTHETICS,Istotanicole,"Jul 27, 2017",These are beautiful illustrations and the quotes after who goes with with place is really gorgeous,Reply
AESTHETICS,colourthestars-,"Jul 26, 2017"," #believerbc  Okay, so, this sort of blew me away. The amount of planning that went into this is insane! Honestly, this is #goals. I wouldn't have enough patience to sit here and type all that out, not to mention the lovely aesthetics and really do give a whole new glimmer to your work. Nice job!",Reply
AESTHETICS,Jenjibread,"Jul 25, 2017",Woahhhh you made a family tree #goals  But I feel slightly dead from all this info T^T,Reply
AESTHETICS,AnnaKhan747,"Jul 24, 2017"," #believerbc  Greek mythology. Woohoo, way to go. I think I'm gonna stick around your book for a while because the Greek Gods and Goddesses give me goosebumps. You have again done a wonderful job at introducing each one of them. The pictures and all made the whole thing very interesting.  But, maybe you could do something with all of those descriptions and introductions at once. It's kind of too much to take in at once. Lol.  But, it is intriguing. You have done an amazing job!",1 Reply
AESTHETICS,ghostcore,"Jul 24, 2017","This comment may be offensive.  #believerbc   Okay girl listen up. I'm fucking in love with your story. Now people from book clubs always tell me that having too much characters is risky and dangerous blah blah blah. You know what I think, screw what those people say. It's your damn story you can have as many characters you want to tell your story. I think what youre doing here is great.",Reply
AESTHETICS,ghostcore,"Jul 24, 2017",FIREEE WOOOOO,Reply
AESTHETICS,qkdxksdml,"Jul 22, 2017"," #believerbc  My mind is lost with adjective words to describe your story. I know, it's a bit confusing but who cares? We can always look back hahaha   Seriously, I think I just found the next craze in the future. This will be the next Harry Potter, if you know what I mean 😍 You are so brilliant! I love how your brain works! Omz! I'm sorry moderators from the book club but I cannot really find any flaws to suggest to be improved.   Hey, @Visenyatargaryen_12! This is not a comment but a fan mail! 😂✌ (I'm serious. Really)",6 Replies
AESTHETICS,qkdxksdml,"Jul 22, 2017",Wow,Reply
AESTHETICS,-,"Jul 22, 2017"," #believer bc  Well I wasn't going to comment on this chapter, bc usually chapters like these don't lend to commenting well. However, you've out a heck of a lot of though and detail into this! I worry that it could get really confusing, as there is no way a typical reader will be able to remember all of this. I know it's tempting to give as much info as possible, but sometimes to weave a really rich, complicated story, it takes restraint. Just something to keep in mind!",1 Reply
AESTHETICS,BayenNao,"Jul 22, 2017"," #BeliverBC  It literally feels like im reading a fantacy l! The way you organised it makes it much easier and looks really neat, like you have put your time and effort into it.",Reply
AESTHETICS,Didi_Girl,"Jul 22, 2017","I don't think I would remember any of that, haha But omg I'm excited to read this book ❤",Reply
AESTHETICS,ithinkofrauhl,"Jul 22, 2017", #believerbc   It literally feels as if I if I'm reading a fantasy!! The way you organised it will make things easier!! Can't wait,Reply
AESTHETICS,aquaria13,"Jul 22, 2017"," #believerbc I love when authors put In little guides like this in their books, it makes everything so much easier to understand. The way you organized it all made it very easy to follow and I loved all the characters. Can't wait to read more :)",Reply
AESTHETICS,MissSpel,"Jul 22, 2017",love the aesthetics <3,1 Reply
AESTHETICS,LisaVanDerMolen,"Jul 22, 2017",Holy guacamole those astetics are to die for!,Reply
AESTHETICS,Sunburn_11,"Jul 22, 2017"," #leisurely  This makes your book feel like an actual fantasy novel that's in your hands and you can smell the pages. It's very professional and handy to flip back to, and I'm sure it took a long time to finish. Your dedication to the story is already showing and we haven't even read the first chapter yet, good job!",1 Reply
AESTHETICS,Chocolate370,"Jul 17, 2017",Beautiful pictures,1 Reply
AESTHETICS,cdsheridan,"Jul 12, 2017","This comment may be offensive. Hooooooly shit I love all the work you've put into this! We aren't even into the story proper yet and already I can feel how much you live and breathe this world. It says a lot about your dedication to and investment in your world, and gives me confidence that the story is going to reflect that energy.",3 Replies
AESTHETICS,castiehl,"Jul 10, 2017","but in all seriousness wow well done. this is impressive and it shows you're very passionate about it, which I admire greatly",1 Reply
AESTHETICS,castiehl,"Jul 10, 2017",I know you said there would be a lot of characters but damn...,Reply
AESTHETICS,Tophie_Star,"Jul 10, 2017",Wow! I can't take it all in but its always there as a reference,1 Reply
AESTHETICS,rubyruins,"Jun 26, 2017",Lol 😂😂,Reply
AESTHETICS,caliiio_,"Jun 26, 2017",I know that I'm going to come back to this page for every chapter 🤓😂,Reply
AESTHETICS,secretswansong,"Jun 26, 2017","Damn. I wrote too long 😅 but it’s really the problem I have with stories like yours, I hope you read til the end 😬😊",1 Reply
AESTHETICS,secretswansong,"Jun 26, 2017","This is really good and visually appealing, even if I don’t really like chapters with casts of characters bc I feel like they’re information dumps and I have difficulty keeping track of the characters. (But that’s just me.) I suggest that as you write, you keep track of your world building. Like don’t explain/describe too much at the beginning / first five or so chapters of your story. Make sure to split paragraphs and sentences if necessary. Start with surface and/or most important details and keep them concise because I found that writers usually fall into this trap:  “You’re braver now that Crabbe and Goyle are with you.” Crabbe and Goyle glared at Harry. “I’d take you anytime on my own. Up for a wizard’s duel?” Malfoy drawled. I might’ve learnt that I was a wizard just a month ago, but I wasn’t so ignorant now. A wizard’s duel is when blah blah blah really long description here",4 Replies
AESTHETICS,Bekka_XOX_,"Jun 22, 2017",This looks so cool!,Reply
